--------- beginning of /dev/log/main
I/Icing   (  746): Indexing 9EBFE84EABD9270B25A97439CA522B4FC49A4875 from com.google.android.gms
I/Icing   (  746): Indexing done 9EBFE84EABD9270B25A97439CA522B4FC49A4875
D/AndroidRuntime(18928): 
D/AndroidRuntime(18928): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
D/AndroidRuntime(18928): CheckJNI is OFF
D/dalvikvm(18928): Using executionMode 2
D/dalvikvm(18928): Trying to load lib libjavacore.so 0x0
D/dalvikvm(18928): Added shared lib libjavacore.so 0x0
D/dalvikvm(18928): Trying to load lib libnativehelper.so 0x0
D/dalvikvm(18928): Added shared lib libnativehelper.so 0x0
D/dalvikvm(18928): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init
D/dalvikvm(18928): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods
E/memtrack(18928): Couldn't load memtrack module (No such file or directory)
E/android.os.Debug(18928): failed to load memtrack module: -2
D/AndroidRuntime(18928): Calling main entry com.android.commands.monkey.Monkey
--------- beginning of /dev/log/system
W/BroadcastQueue(  470): Skipping deliver [background] BroadcastRecord{4b018b94 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4b08806c 18928 (unknown name)/0/u-1 remote:4aab7928}: process crashing
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree} from pid 18928
W/NetworkManagementSocketTagger(  470): setKernelCountSet(10076, 1) failed with errno -13
I/ActivityManager(  470): Start proc ipnossoft.rma.free for activity ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree: pid=18938 uid=10076 gids={50076, 3003, 1028, 1015, 1023}
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.vphone.launcher/.Launcher} from pid 556
I/dalvikvm(18938): ignoring registerObject request in thread=1
I/dalvikvm(18938): ignoring registerObject request in thread=1
W/ResourceType(  470): Skipping entry 0x7f05000e in package table 0 because it is not complex!
W/ResourceType(  470): Skipping entry 0x7f05000f in package table 0 because it is not complex!
D/dalvikvm(18938): JIT code cache reset in 0 ms (0 bytes 1/0)
D/dalvikvm(18938): GC_FOR_ALLOC freed 74K, 5% free 2912K/3048K, paused 5ms, total 5ms
I/dalvikvm-heap(18938): Grow heap (frag case) to 4.367MB for 1536012-byte allocation
D/dalvikvm(18938): GC_FOR_ALLOC freed <1K, 4% free 4412K/4552K, paused 10ms, total 10ms
D/dalvikvm(18938): GC_CONCURRENT freed 8K, 3% free 4420K/4552K, paused 2ms+1ms, total 8ms
V/WebViewChromium(18938): Binding Chromium to the main looper Looper (main, tid 1) {4a7acdf0}
I/chromium(18938): [INFO:library_loader_hooks.cc(112)] Chromium logging enabled: level = 0, default verbosity = 0
I/BrowserProcessMain(18938): Initializing chromium process, renderers=0
W/chromium(18938): [WARNING:proxy_service.cc(888)] PAC support disabled because there is no system implementation
D/libEGL  (18938): loaded /system/lib/egl/libEGL_adreno.so
D/        (18938): HostConnection::get() New Host Connection established 0xb8e5dc40, tid 18938
D/libEGL  (18938): loaded /system/lib/egl/libGLESv1_CM_adreno.so
D/libEGL  (18938): loaded /system/lib/egl/libGLESv2_adreno.so
D/dalvikvm(18938): GC_FOR_ALLOC freed 202K, 6% free 4598K/4864K, paused 3ms, total 3ms
I/dalvikvm-heap(18938): Grow heap (frag case) to 5.155MB for 635808-byte allocation
D/dalvikvm(18938): GC_FOR_ALLOC freed <1K, 5% free 5219K/5488K, paused 3ms, total 5ms
D/dalvikvm(18938): GC_CONCURRENT freed <1K, 5% free 5218K/5488K, paused 1ms+0ms, total 3ms
D/MoPub   (18938): Failed to retrieve GPS location: access appears to be disabled.
D/RelaxMelodiesActivity(18938): Creating IAB helper.
D/RelaxMelodiesActivity(18938): Starting setup.
D/dalvikvm(18938): GC_FOR_ALLOC freed 104K, 3% free 5488K/5656K, paused 4ms, total 4ms
D/dalvikvm(18938): GC_CONCURRENT freed 11K, 3% free 6236K/6372K, paused 2ms+0ms, total 4ms
W/Finsky  (  920): [45] com.google.android.finsky.billing.iab.ab.b(48): ipnossoft.rma.free: No account found.
W/FlurryAgent(18938): Start session with context: ipnossoft.rma.SoundManager@4a9680e8 count:0
W/EGL_emulation(18938): eglSurfaceAttrib not implemented 3093 12436
D/OpenGLRenderer(18938): Enabling debug mode 0
E/InputEventReceiver(18938): Exception dispatching input event.
E/MessageQueue-JNI(18938): Exception in MessageQueue callback: handleReceiveCallback
W/ViewRootImpl(18938): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2556367, downTime=2556367, deviceId=-1, source=0x101 }
W/ViewRootImpl(18938): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2556716, downTime=2556716, deviceId=-1, source=0x101 }
E/MessageQueue-JNI(18938): java.lang.IndexOutOfBoundsException: Invalid index 0, size is 0
E/MessageQueue-JNI(18938): 	at java.util.ArrayList.throwIndexOutOfBoundsException(ArrayList.java:255)
D/libEGL  (18980): loaded /system/lib/egl/libGLESv1_CM_adreno.so
D/libEGL  (18980): loaded /system/lib/egl/libGLESv2_adreno.so
D/dalvikvm(18980): GC_CONCURRENT freed 259K, 7% free 4596K/4920K, paused 2ms+1ms, total 4ms
D/dalvikvm(18980): GC_FOR_ALLOC freed 1K, 7% free 4595K/4920K, paused 2ms, total 2ms
I/dalvikvm-heap(18980): Grow heap (frag case) to 5.153MB for 635808-byte allocation
D/dalvikvm(18980): GC_FOR_ALLOC freed <1K, 6% free 5216K/5544K, paused 4ms, total 4ms
D/dalvikvm(18980): GC_CONCURRENT freed <1K, 6% free 5216K/5544K, paused 1ms+0ms, total 3ms
D/MoPub   (18980): Failed to retrieve GPS location: access appears to be disabled.
D/RelaxMelodiesActivity(18980): Creating IAB helper.
D/RelaxMelodiesActivity(18980): Starting setup.
D/dalvikvm(18980): GC_FOR_ALLOC freed 115K, 4% free 5483K/5660K, paused 2ms, total 2ms
D/dalvikvm(18980): GC_CONCURRENT freed 6K, 3% free 6233K/6376K, paused 2ms+0ms, total 5ms
W/Finsky  (  920): [44] com.google.android.finsky.billing.iab.ab.b(48): ipnossoft.rma.free: No account found.
W/FlurryAgent(18980): Start session with context: ipnossoft.rma.SoundManager@4a967270 count:0
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
D/OpenGLRenderer(18980): Enabling debug mode 0
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2556760, downTime=2556760, deviceId=-1, source=0x101 }
D/dalvikvm(18980): GC_CONCURRENT freed 397K, 7% free 6879K/7344K, paused 2ms+1ms, total 4ms
D/dalvikvm(18980): GC_FOR_ALLOC freed 97K, 5% free 7850K/8256K, paused 3ms, total 3ms
D/dalvikvm(18980): GC_FOR_ALLOC freed 51K, 4% free 9167K/9472K, paused 3ms, total 3ms
D/dalvikvm(18980): GC_CONCURRENT freed 63K, 2% free 11120K/11296K, paused 1ms+1ms, total 5ms
D/RelaxMelodiesActivity(18980): Setup finished.
D/MoPub   (18980): Failed to retrieve GPS location: access appears to be disabled.
D/MoPub   (18980): Loading url: http://ads.mopub.com/m/ad?v=6&id=agltb3B1Yi1pbmNyDQsSBFNpdGUY6t_rFAw&nv=3.2.2&dn=samsung%2CSM-G9350%2CSM-G9350&udid=ifa%3A73ebbf1f-6d54-4944-bef3-a8c0b54838e4&z=-0700&o=p&sc_a=1.5&mr=1&mcc=310&mnc=16&iso=US&cn=T-Mobile&ct=2&av=3.2&android_perms_ext_storage=1
I/MoPub   (18980): Fetching ad for task #0
I/com.mopub(18980): Fetching ad for task #0
W/ContextImpl(  470): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1123 com.android.server.InputMethodManagerService.hideCurrentInputLocked:1880 com.android.server.InputMethodManagerService.windowGainedFocus:1968 com.android.internal.view.IInputMethodManager$Stub.onTransact:221 com.android.server.InputMethodManagerService.onTransact:818 
W/dalvikvm(18980): VFY: unable to find class referenced in signature (Lokhttp3/Request;)
W/dalvikvm(18980): VFY: unable to find class referenced in signature (Lokhttp3/Response;)
I/dalvikvm(18980): Could not find method okhttp3.Response.headers, referenced from method empirical.HelperClass.printOkHttpInfo
W/dalvikvm(18980): VFY: unable to resolve virtual method 47909: Lokhttp3/Response;.headers ()Lokhttp3/Headers;
D/dalvikvm(18980): VFY: replacing opcode 0x6e at 0x0006
W/dalvikvm(18980): VFY: unable to find class referenced in signature (Lokhttp3/Call;)
W/dalvikvm(18980): VFY: unable to find class referenced in signature (Lokhttp3/Response;)
I/dalvikvm(18980): Could not find method okhttp3.Call.request, referenced from method empirical.HelperClass.printOkHttpInfoFromCall
W/dalvikvm(18980): VFY: unable to resolve interface method 47903: Lokhttp3/Call;.request ()Lokhttp3/Request;
D/dalvikvm(18980): VFY: replacing opcode 0x72 at 0x0006
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:specialinvoke $r7.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(18980): <com.flurry.sdk.ek: void m()>###specialinvoke $r7.<java.net.URL: void <init>(java.lang.String)>($r1)###https://data.flurry.com/aap.do
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r6 = virtualinvoke $r7.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>($z0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setDoOutput(boolean)>($z0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r13)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r15 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.OutputStream getOutputStream()>()	timediff:206
W/InputMethodManager(18980): Ignoring onBind: cur seq=1603, given seq=1602
I/ActivityManager(  470): Displayed ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree: +733ms (total +1s315ms)
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$i0 = virtualinvoke $r4.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:69
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r17 = virtualinvoke $r4.<java.net.HttpURLConnection: java.util.Map getHeaderFields()>()	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r22 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): URLConn;%;0;%;<com.flurry.sdk.ek: void m()>;%;$r22 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://data.flurry.com/aap.do;%;true;%;Not found;%;Not found;%;Not found;%;0;%;Not found
I/System.out(18980): body:<com.flurry.sdk.ek: void p()>	sig:virtualinvoke $r2.<java.net.HttpURLConnection: void disconnect()>()	timediff:0
W/FlurryAgent(18980): FlurryDataSender: report b2868700-813d-4cc2-866d-933e134069bb sent. HTTP response: 200
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:specialinvoke $r7.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(18980): <com.flurry.sdk.ek: void m()>###specialinvoke $r7.<java.net.URL: void <init>(java.lang.String)>($r1)###https://ads.flurry.com/v10/getAds.do
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r6 = virtualinvoke $r7.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:1
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>($z0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setDoOutput(boolean)>($z0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r13)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r13)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r13)	timediff:0
E/FastMixer(  168): did not receive expected priority boost
D/MoPub   (18980): Loading ad type: html
D/MoPub   (18980): Loading custom event adapter.
D/MoPub   (18980): Attempting to invoke custom event: com.mopub.mobileads.HtmlBanner
D/dalvikvm(18980): GC_CONCURRENT freed 1143K, 9% free 12624K/13832K, paused 1ms+1ms, total 9ms
D/yeshen  (10668): launcher onstop
W/DebugConnManager(10668): getNetworkInfo() on networkType 1
I/chromium(18980): [INFO:simple_index_file.cc(397)] Simple Cache Index is being restored from disk.
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r15 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.OutputStream getOutputStream()>()	timediff:237
I/ContentMaintenance(  746): Pruning caches...
I/ContentMaintenance(  746): Internal cache bytes used: 0; limit: 100000000; download size: 0
I/ContentMaintenance(  746): Cache pruning complete.
I/ContentMaintenance(  746): Beginning garbage collection.
I/RealtimeCacheCleanup(  746): Beginning Realtime garbage collection.
I/RealtimeCacheCleanup(  746): Finished Realtime garbage collection.
I/ContentMaintenance(  746): Finished garbage collection.
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$i0 = virtualinvoke $r4.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:44
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r17 = virtualinvoke $r4.<java.net.HttpURLConnection: java.util.Map getHeaderFields()>()	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r22 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): URLConn;%;1;%;<com.flurry.sdk.ek: void m()>;%;$r22 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://ads.flurry.com/v10/getAds.do;%;true;%;Not found;%;Not found;%;Not found;%;0;%;Not found
I/System.out(18980): body:<com.flurry.sdk.ek: void p()>	sig:virtualinvoke $r2.<java.net.HttpURLConnection: void disconnect()>()	timediff:0
E/FlurryAgent(18980): Ad server responded with the following error(s):
E/FlurryAgent(18980): Either adUnit name or adUnit code must be provided
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:specialinvoke $r7.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(18980): <com.flurry.sdk.ek: void m()>###specialinvoke $r7.<java.net.URL: void <init>(java.lang.String)>($r1)###https://cdn.flurry.com/sdkAssets/videocontrols/v1/android.zip
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r6 = virtualinvoke $r7.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:1
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>($z0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setDoOutput(boolean)>($z0)	timediff:0
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:virtualinvoke $r4.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree} from pid 18928
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$i0 = virtualinvoke $r4.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:263
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r17 = virtualinvoke $r4.<java.net.HttpURLConnection: java.util.Map getHeaderFields()>()	timediff:1
I/System.out(18980): body:<com.flurry.sdk.ek: void m()>	sig:$r22 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(18980): URLConn;%;2;%;<com.flurry.sdk.ek: void m()>;%;$r22 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://cdn.flurry.com/sdkAssets/videocontrols/v1/android.zip;%;false;%;48500;%;max-age=86400,public;%;Sun, 15 Apr 2018 05:13:12 GMT;%;1760;%;Not found
I/System.out(18980): body:<com.flurry.sdk.ek: void p()>	sig:virtualinvoke $r2.<java.net.HttpURLConnection: void disconnect()>()	timediff:0
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558380, downTime=2558380, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558387, downTime=2558387, deviceId=-1, source=0x101 }
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=0.0 v=0.0)
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/FlurryAgent(18980): Event count started: navigation_favorite
W/InputEventReceiver(18980): Attempted to finish an input event but the input event receiver has already been disposed.
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558422, downTime=2558422, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558447, downTime=2558447, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_ESCAPE, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558449, downTime=2558449, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558449, downTime=2558449, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_UP, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558454, downTime=2558454, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_UP, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558458, downTime=2558458, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558459, downTime=2558459, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558460, downTime=2558460, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BUTTON_START, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558461, downTime=2558461, deviceId=-1, source=0x101 }
